,BSE500,SI1900,SIBANK,SPBSBMIP,SI0200,SPBSCDIP,SI0400,SPBSENIP,SI0600,SPBSFIIP,SI0800,SPBSIDIP,SI1000,SI1200,SI1400,SIPOWE,SIREAL,SIBTEC,SPBSTLIP,SPBSUTIP
6-September-2016,12026.98,22940.83,23479.54,2446.02,15246.31,3234.62,12842.79,2828.78,8944.65,4618.59,16338.78,3186.38,10436.17,10062.92,11111.82,2121.03,1544.35,5721.14,1182.94,1807.11
7-September-2016,12020.89,22978.02,23495.85,2455.64,15431.54,3233.75,12719.31,2825.68,8941.05,4604.51,16360.49,3205.91,10424.05,10169.2,11071.82,2134.96,1559.22,5713.62,1181.7,1790.78
8-September-2016,12074.35,23187.69,23486.56,2473.36,15549.53,3272.19,12870.7,2845.87,9030.69,4618.68,16720.03,3221.85,10164.96,10262.74,11091.34,2139.98,1606.54,5610.16,1195.11,1789.91
9-September-2016,11972.58,22844.28,23249.81,2432.1,15402.98,3238.61,12716.43,2871.5,8871.76,4568.14,16587.1,3189.32,10207.14,10080.85,11193.79,2127.29,1612.07,5615.69,1188.03,1783.79
12-September-2016,11729.44,22248.57,22693.98,2342.45,14902.09,3163.05,12510.82,2838.57,8702.92,4458.82,16292.5,3092.16,10296.26,9643.11,10961.54,2060.44,1527.76,5630.15,1169.75,1731.11
14-September-2016,11788.52,22374.9,22869.69,2388.77,14944.03,3188.86,12651.48,2837.54,8708.97,4489.52,16339.17,3115.1,10226.86,9654.86,10997.73,2071.79,1530.0,5607.07,1176.32,1747.17
15-September-2016,11791.15,22290.45,22736.13,2381.4,14945.87,3198.68,12528.15,2850.32,8766.43,4483.47,16424.81,3109.05,10201.91,9630.78,10967.61,2052.27,1532.08,5611.49,1179.77,1726.17
16-September-2016,11840.67,22419.43,22734.79,2370.35,14989.87,3218.51,12568.96,2881.64,8874.61,4481.33,16474.79,3105.91,10326.42,9508.79,11092.27,2057.96,1541.11,5667.19,1186.1,1731.26
19-September-2016,11874.04,22457.05,22810.15,2387.88,15034.07,3224.04,12582.2,2902.96,8836.48,4485.66,16531.53,3126.74,10384.57,9635.49,11169.86,2073.64,1565.84,5697.27,1189.02,1743.71
20-September-2016,11839.44,22317.12,22739.15,2387.61,14953.92,3211.83,12542.22,2901.92,8790.2,4480.81,16521.8,3107.23,10340.81,9667.78,11190.22,2058.14,1535.53,5675.94,1184.5,1733.73
21-September-2016,11840.4,22373.36,22696.7,2391.44,14932.77,3218.93,12649.37,2898.72,8738.95,4480.06,16505.01,3106.79,10370.93,9719.12,11181.77,2053.66,1537.05,5700.35,1202.52,1730.46
22-September-2016,11970.49,22695.61,23035.22,2421.58,15137.48,3257.52,12762.21,2936.27,8775.33,4553.81,16673.93,3146.43,10333.67,9819.53,11350.11,2081.54,1554.94,5693.53,1215.27,1753.9
23-September-2016,11947.61,22642.26,22752.65,2418.8,15119.19,3260.39,12747.33,2963.49,8745.79,4534.92,16613.89,3137.48,10299.17,9837.68,11433.94,2068.88,1570.72,5672.62,1210.05,1742.23
26-September-2016,11833.11,22252.51,22397.59,2402.92,14915.64,3229.02,12666.09,2973.81,8625.68,4482.59,16532.15,3087.96,10239.7,9845.41,11443.03,2042.56,1539.3,5632.86,1188.72,1719.87
27-September-2016,11816.9,22147.63,22291.68,2398.71,14748.06,3224.42,12700.01,2964.15,8600.83,4473.69,16629.06,3067.43,10311.07,9778.23,11360.8,2036.99,1542.7,5652.94,1170.69,1713.94
28-September-2016,11886.38,22422.0,22455.86,2433.7,14897.94,3264.17,12823.25,2950.65,8605.71,4508.12,16649.35,3099.65,10284.0,9965.79,11403.89,2051.17,1564.56,5668.06,1197.99,1725.59
29-September-2016,11603.12,21937.03,21909.56,2349.08,14526.02,3183.94,12459.64,2900.46,8472.8,4388.2,16107.41,2997.62,10185.69,9649.41,11187.22,1966.86,1465.81,5609.02,1171.99,1665.43
30-September-2016,11700.65,22231.66,22045.62,2387.68,14581.77,3227.73,12548.56,2931.37,8461.02,4424.31,16181.12,3035.7,10229.09,9763.66,11377.55,1989.59,1512.19,5630.81,1175.63,1689.89
3-October-2016,11915.57,22774.95,22397.1,2450.98,14936.34,3317.3,12881.21,2979.15,8540.23,4516.0,16476.23,3102.85,10242.78,10002.44,11615.52,2035.77,1557.65,5664.28,1188.29,1730.3
4-October-2016,11968.0,22786.81,22491.47,2475.62,14869.48,3315.93,12897.13,3012.25,8547.93,4537.51,16502.7,3111.29,10312.07,10080.84,11886.67,2040.56,1572.61,5695.7,1203.64,1747.36
5-October-2016,11965.62,22866.29,22315.55,2495.88,14897.21,3332.6,12869.27,3004.49,8572.73,4516.57,16446.43,3130.58,10254.82,10150.32,11847.39,2046.31,1599.11,5673.98,1209.1,1750.51
6-October-2016,11923.07,22709.15,22158.7,2484.24,14870.42,3322.73,12824.77,3060.61,8542.82,4488.1,16283.65,3115.82,10165.76,10157.3,12160.14,2022.25,1575.52,5629.57,1214.51,1740.66
7-October-2016,11907.81,22849.09,22152.52,2494.41,14839.83,3318.79,12792.31,3049.51,8537.01,4478.64,16240.25,3137.94,10082.39,10258.4,12081.22,2018.25,1573.43,5597.88,1203.11,1738.14
10-October-2016,11915.63,22832.5,22122.72,2520.85,14810.02,3331.52,13008.39,3026.76,8539.82,4462.43,16324.51,3128.19,10188.23,10410.38,12009.98,2013.84,1554.43,5644.88,1205.14,1739.97
13-October-2016,11735.0,22532.3,21638.4,2487.49,14664.19,3295.19,12764.48,2975.01,8448.29,4361.82,16096.04,3065.4,10206.53,10211.29,11916.4,1976.56,1520.63,5618.71,1178.68,1704.55
14-October-2016,11774.6,22554.9,21716.1,2502.05,14893.2,3288.21,12796.16,3023.98,8458.22,4369.63,16156.29,3107.32,10155.12,10158.67,12178.25,1991.31,1532.71,5577.67,1169.75,1726.37
17-October-2016,11684.16,22076.4,21825.71,2481.27,14673.76,3230.0,12784.08,2996.95,8448.8,4360.73,16028.99,3072.47,10097.34,10037.92,12106.87,1979.86,1514.45,5524.84,1149.11,1718.75
18-October-2016,11884.2,22361.09,22343.15,2514.77,14977.27,3269.28,12893.54,3020.22,8575.07,4471.98,16292.06,3130.47,10282.95,10220.72,12130.56,1998.79,1537.25,5617.65,1157.69,1730.07
19-October-2016,11879.62,22240.41,22227.28,2530.34,14969.75,3260.01,12903.78,3036.91,8481.51,4460.38,16374.96,3131.29,10306.55,10239.11,12221.06,2021.96,1523.2,5632.4,1168.21,1750.24
20-October-2016,11927.43,22231.9,22542.48,2544.87,15061.09,3267.92,12987.16,3043.17,8472.69,4507.24,16316.95,3151.71,10281.24,10378.58,12232.21,2026.6,1538.06,5633.94,1179.85,1756.4
21-October-2016,11929.72,22244.79,22585.45,2532.59,15100.93,3268.93,12766.95,3018.11,8508.37,4504.53,16341.83,3154.13,10352.27,10314.33,12236.12,2027.21,1551.3,5669.13,1184.98,1759.82
24-October-2016,11952.74,22431.93,22721.87,2534.37,15000.46,3268.14,12724.98,3053.08,8521.29,4526.57,16343.12,3168.98,10253.23,10334.88,12440.58,2028.59,1551.47,5615.66,1180.03,1769.78
25-October-2016,11931.44,22336.38,22778.78,2527.98,14921.13,3272.93,12783.42,3042.56,8450.73,4521.12,16418.78,3168.64,10167.05,10292.53,12381.45,2026.9,1547.69,5584.23,1188.99,1766.78
26-October-2016,11833.43,22193.04,22347.13,2495.99,14869.83,3269.21,12833.59,3026.94,8441.45,4462.91,16235.69,3125.93,10111.11,10151.31,12310.82,2007.98,1536.87,5566.59,1198.85,1752.22
27-October-2016,11795.86,21892.05,22329.82,2481.7,14786.86,3226.18,12703.66,3004.46,8487.66,4479.18,16254.74,3097.56,10032.11,10074.56,12222.46,1998.88,1531.36,5524.66,1192.21,1745.49
28-October-2016,11853.37,22168.45,22384.14,2505.66,14874.24,3245.37,12756.11,3027.67,8514.96,4496.56,16374.08,3133.45,9994.78,10285.58,12296.39,2008.43,1552.16,5505.47,1176.97,1749.02
30-October-2016,11878.89,22185.39,22368.28,2520.17,14920.82,3265.82,12927.42,3031.25,8510.52,4496.17,16471.99,3141.85,10032.72,10317.55,12316.81,2006.11,1556.14,5525.02,1178.98,1745.64
1-November-2016,11862.94,22275.18,22249.6,2556.23,14825.31,3272.56,12785.79,3037.15,8445.74,4494.23,16335.16,3128.53,9912.96,10662.6,12315.48,2019.32,1546.27,5466.26,1180.95,1761.04
2-November-2016,11691.6,22033.25,21993.16,2513.11,14659.35,3237.5,12737.08,2961.99,8378.44,4432.63,15984.54,3070.9,9802.81,10578.36,11975.7,2000.93,1512.53,5404.1,1168.45,1744.78
3-November-2016,11617.59,21991.46,21916.63,2488.47,14592.4,3212.87,12632.71,2929.5,8389.4,4414.24,15807.59,3047.05,9725.66,10509.15,11756.2,1981.29,1493.05,5376.11,1175.93,1727.94
4-November-2016,11504.86,21810.38,21780.66,2452.55,14341.74,3173.46,12430.34,2890.05,8507.36,4364.36,15150.31,3008.47,9789.66,10255.75,11689.93,1958.6,1456.56,5392.98,1151.52,1708.25
7-November-2016,11595.48,21889.15,22151.31,2476.76,14328.6,3197.68,12451.02,2904.9,8605.44,4410.32,15437.21,3012.98,9815.56,10454.65,11786.81,1982.02,1478.41,5400.81,1145.36,1721.11
8-November-2016,11645.65,22254.58,22334.57,2497.46,14344.67,3206.87,12477.57,2916.88,8590.18,4437.38,15247.07,3057.19,9847.76,10492.9,11904.09,1988.59,1475.79,5418.84,1149.25,1729.69
9-November-2016,11462.2,21692.85,22374.2,2428.31,14171.85,3111.8,11955.75,2916.73,8408.73,4382.66,15472.44,3006.95,9524.56,10378.38,11905.94,1963.82,1324.75,5265.2,1135.19,1720.54
10-November-2016,11613.31,21539.36,23185.59,2499.27,14422.34,3102.76,11947.4,2965.59,8467.15,4486.69,15663.56,3047.09,9456.41,11005.68,12097.71,2016.62,1351.16,5262.01,1173.37,1768.41
11-November-2016,11270.49,20562.68,22604.3,2405.87,14171.77,2969.26,11446.42,2912.24,8192.65,4349.63,15477.08,2954.67,9254.23,10772.74,11824.6,1974.25,1297.14,5131.41,1133.53,1723.93
15-November-2016,10934.43,19520.27,22053.32,2268.39,13923.4,2830.63,11048.46,2853.88,7973.21,4212.02,15163.94,2820.55,9281.65,10261.57,11629.88,1943.52,1230.56,5126.02,1128.73,1692.4
16-November-2016,10946.59,19711.34,21840.55,2257.16,13885.78,2862.29,10830.98,2840.39,7899.3,4216.92,14960.29,2815.37,9445.28,10151.8,11545.89,1949.19,1222.44,5217.11,1134.41,1696.47
17-November-2016,10917.59,19698.47,21859.53,2243.82,13874.65,2835.37,10863.96,2834.94,7925.13,4210.14,15014.05,2820.33,9315.09,10202.69,11586.97,1967.28,1223.3,5130.48,1106.63,1715.86
18-November-2016,10920.98,19859.37,21727.47,2236.78,13863.64,2843.67,10727.25,2864.97,7848.74,4197.69,15207.0,2818.59,9263.93,10081.11,11754.73,1991.22,1238.71,5101.72,1116.69,1734.21
21-November-2016,10691.03,19214.67,21098.61,2168.11,13587.3,2762.84,10670.29,2838.68,7739.45,4078.79,14988.64,2738.41,9224.03,9744.67,11590.3,1936.5,1180.38,5072.76,1110.3,1690.57
22-November-2016,10805.1,19577.05,21236.45,2219.43,13494.12,2809.89,10805.75,2875.28,7826.78,4123.48,15096.35,2752.05,9261.1,10011.48,11717.29,1929.56,1210.28,5102.2,1119.78,1685.55
23-November-2016,10879.02,19650.34,21246.51,2263.75,13669.18,2837.39,10942.43,2889.88,7854.83,4122.7,15426.43,2784.12,9319.27,10243.72,11735.39,1948.42,1251.61,5131.54,1119.71,1705.59
24-November-2016,10821.11,19386.37,20938.0,2283.21,13640.1,2818.1,10849.72,2863.16,7836.3,4076.8,15267.1,2761.7,9434.05,10368.32,11643.75,1942.77,1235.91,5169.05,1119.6,1699.55
25-November-2016,11005.09,19424.86,21185.06,2326.62,13788.99,2842.8,11038.99,2879.46,7940.51,4143.88,15626.55,2791.36,9876.62,10521.84,11752.52,1975.15,1252.5,5365.12,1120.64,1735.02
28-November-2016,11042.1,19515.11,20939.67,2344.25,13791.37,2860.25,10906.22,2895.84,8038.01,4119.53,15712.94,2809.54,9861.66,10622.9,11877.54,2009.43,1276.46,5395.77,1165.89,1759.47
29-November-2016,11076.11,19944.99,20857.49,2348.75,13827.11,2909.17,11007.86,2904.62,7999.95,4127.2,15686.36,2825.9,9811.65,10605.1,11876.17,2008.26,1279.84,5391.4,1189.64,1761.63
30-November-2016,11195.09,20144.62,21316.01,2380.51,14044.51,2948.67,11278.54,2920.09,8070.77,4197.79,15734.32,2855.88,9851.55,10666.3,11964.32,2028.73,1281.82,5411.27,1193.64,1775.96
1-December-2016,11130.68,19967.1,21067.72,2349.85,14050.19,2932.65,11225.16,2904.5,8085.6,4163.09,15787.5,2832.36,9829.13,10485.72,11881.25,1996.83,1267.58,5392.05,1181.46,1752.23
2-December-2016,10989.25,19645.38,20874.34,2323.49,13838.09,2892.82,10965.07,2882.73,7954.88,4107.92,15624.48,2779.91,9704.05,10377.04,11727.14,1987.63,1249.89,5320.59,1177.32,1742.51
5-December-2016,11047.74,20022.28,21042.39,2348.77,13815.48,2933.73,11087.83,2884.44,8063.37,4121.11,15676.35,2793.13,9632.6,10535.02,11705.88,1994.41,1257.73,5301.56,1194.83,1748.29
6-December-2016,11074.58,19946.31,21074.67,2370.13,13857.55,2924.88,11007.21,2910.22,8001.32,4140.61,15673.94,2803.31,9663.22,10613.06,11843.41,2005.74,1279.44,5313.99,1196.54,1760.24
7-December-2016,11026.88,20030.92,20849.49,2364.82,13780.28,2924.09,11013.62,2921.03,7952.39,4115.38,15408.11,2801.05,9601.86,10626.75,11950.5,1995.06,1260.43,5285.29,1195.74,1752.28
8-December-2016,11205.17,20558.48,21170.05,2417.02,13953.58,2977.72,11161.18,2970.05,8071.6,4178.19,15554.8,2859.41,9768.72,10937.88,12094.03,2015.34,1277.75,5367.74,1198.16,1768.39
9-December-2016,11227.73,20463.71,21411.22,2419.3,13932.15,2971.0,11169.29,2978.39,8113.6,4194.6,15544.4,2863.58,9814.48,10912.73,12131.87,2023.48,1298.5,5383.08,1190.34,1776.35
12-December-2016,11108.97,20109.97,21054.37,2387.7,13902.66,2925.21,11083.71,2961.69,8016.01,4133.96,15473.47,2844.23,9774.47,10883.22,11993.77,2021.37,1292.07,5349.8,1175.15,1775.06
13-December-2016,11141.36,20306.41,21156.16,2361.68,13934.55,2922.36,11079.62,2984.92,8063.84,4142.04,15511.88,2869.86,9857.84,10774.84,12090.46,2020.05,1277.84,5387.7,1183.43,1772.69
14-December-2016,11080.37,20208.52,21038.51,2335.96,13795.03,2905.75,11069.97,2980.33,7997.34,4107.54,15422.2,2853.25,9919.53,10591.53,12023.16,2004.31,1284.26,5407.0,1169.4,1759.11
15-December-2016,11056.28,20144.5,21099.69,2329.63,13802.19,2901.58,10982.31,2970.62,7933.5,4112.07,15211.71,2845.7,9977.67,10596.54,12007.44,2003.63,1284.72,5420.77,1158.98,1758.36
16-December-2016,11031.97,20235.31,20984.45,2305.64,13771.16,2899.48,11050.09,2953.65,7880.21,4101.53,15219.55,2848.99,10033.63,10429.02,11895.87,1994.53,1283.46,5438.58,1145.68,1751.04
19-December-2016,10982.89,20115.35,20927.6,2287.35,13656.09,2877.94,10912.66,2969.09,7858.84,4076.1,15089.73,2834.46,10029.51,10346.17,12012.29,1995.36,1274.62,5423.43,1130.13,1758.66
20-December-2016,10922.72,19946.6,20663.13,2273.68,13644.86,2852.89,10946.72,2954.34,7862.04,4030.39,14919.29,2823.79,10125.15,10255.7,11932.4,1982.45,1271.78,5463.9,1115.39,1750.48
21-December-2016,10907.8,19954.68,20691.77,2282.29,13590.58,2855.01,11021.18,2964.8,7787.1,4031.49,14867.95,2814.29,10048.95,10307.37,11976.55,1993.26,1291.06,5423.33,1112.57,1759.83
22-December-2016,10782.56,19831.16,20459.01,2234.61,13372.42,2831.33,10811.41,2929.77,7753.53,3980.43,14669.13,2783.8,9946.85,10021.03,11835.49,1959.94,1283.2,5366.34,1090.89,1729.89
23-December-2016,10781.37,19885.7,20427.69,2231.57,13488.92,2844.06,10895.77,2934.16,7713.8,3986.85,14572.22,2789.78,9901.39,9988.54,11866.44,1958.75,1269.63,5348.13,1091.35,1734.47
26-December-2016,10633.98,19595.3,20147.79,2178.83,13384.58,2802.52,10727.45,2889.23,7708.24,3929.96,14196.13,2748.97,9840.37,9703.55,11681.77,1923.78,1223.82,5309.14,1077.03,1706.1
27-December-2016,10801.71,19897.89,20412.21,2225.67,13549.97,2835.64,10946.83,2941.77,7904.67,3983.84,14441.96,2790.65,9984.35,9942.72,11878.65,1942.63,1233.55,5386.19,1091.65,1719.45
28-December-2016,10829.73,19912.58,20408.25,2225.66,13537.13,2846.61,10962.3,2932.23,7952.75,3995.94,14560.13,2792.92,10006.58,9935.54,11846.87,1945.47,1236.1,5404.68,1099.02,1722.08
29-December-2016,10931.52,20179.4,20564.71,2254.21,13524.57,2884.72,11145.91,2974.73,7997.56,4039.16,14565.47,2811.89,10066.0,10079.04,12031.35,1962.09,1250.18,5439.78,1110.75,1737.32
30-December-2016,11036.44,20257.43,20748.74,2277.87,13664.5,2907.17,11237.12,3001.73,8130.87,4068.97,14727.59,2833.91,10176.05,10109.34,12151.64,1987.58,1263.94,5498.49,1120.64,1762.46
2-January-2017,11072.57,20651.73,20503.18,2329.08,13774.17,2946.69,11421.52,3018.71,8135.58,4029.24,14811.35,2880.27,10142.46,10300.0,12217.79,1996.12,1318.53,5490.02,1134.78,1766.72
3-January-2017,11119.59,20612.09,20615.91,2335.28,13882.04,2960.01,11765.2,3063.5,8192.81,4043.74,14839.18,2895.06,10126.01,10346.25,12458.97,2016.91,1322.99,5475.8,1117.01,1786.76
4-January-2017,11119.08,20665.0,20446.24,2337.19,13973.66,2967.68,11907.46,3037.25,8200.69,4017.6,14868.19,2911.71,10216.8,10332.13,12390.75,2021.03,1355.28,5533.0,1145.77,1784.61
5-January-2017,11236.35,21044.79,20722.41,2384.23,14120.62,3006.38,11943.17,3084.28,8259.97,4061.16,15033.07,2961.38,10138.06,10642.54,12613.13,2046.53,1368.34,5514.67,1160.95,1803.58
6-January-2017,11199.51,21009.68,20900.86,2376.86,14083.94,2999.89,11888.51,3072.48,8193.12,4084.99,15070.83,2946.96,9880.61,10638.98,12569.79,2039.27,1355.1,5395.34,1156.27,1796.11
9-January-2017,11203.16,20999.2,20922.08,2383.93,14081.62,2995.37,11868.67,3056.19,8240.59,4091.83,14949.4,2953.43,9938.7,10614.63,12452.5,2028.86,1363.5,5419.79,1152.7,1783.31
10-January-2017,11274.73,21263.44,21036.44,2403.41,14225.52,3011.59,11987.97,3078.43,8304.66,4110.27,15009.54,2999.4,9955.13,10753.16,12544.99,2045.61,1357.77,5432.4,1158.93,1792.11
11-January-2017,11402.48,21465.64,21542.16,2463.97,14423.4,3039.29,12068.85,3099.57,8320.94,4192.65,15123.23,3028.38,9953.35,11228.54,12604.13,2066.02,1359.55,5442.07,1163.33,1811.46
12-January-2017,11429.21,21424.55,21587.33,2467.12,14640.55,3035.19,12062.37,3103.97,8241.13,4193.24,15012.24,3041.87,10144.16,11235.11,12644.99,2131.86,1358.8,5526.67,1164.0,1869.81
13-January-2017,11423.49,21260.59,21657.0,2460.15,14584.95,3022.18,12001.23,3110.13,8340.97,4217.36,15036.78,3031.11,9952.06,11220.86,12664.31,2120.78,1352.1,5431.39,1150.2,1863.29
16-January-2017,11456.66,21379.31,21868.43,2481.1,14617.75,3028.88,12119.94,3094.57,8334.73,4260.81,15024.04,3054.58,9850.67,11330.24,12616.92,2124.53,1373.93,5387.43,1152.13,1863.1
17-January-2017,11448.45,21336.04,21854.64,2481.07,14618.96,3035.55,12137.78,3029.4,8420.19,4253.97,15024.8,3049.01,9881.78,11158.35,12441.55,2135.33,1376.62,5396.07,1147.59,1874.37
18-January-2017,11490.75,21345.85,21970.97,2527.6,14711.69,3048.37,12224.19,3024.16,8451.75,4269.73,15061.94,3059.13,9894.82,11411.96,12415.03,2140.85,1380.15,5395.12,1137.03,1873.14
19-January-2017,11518.8,21456.94,21928.18,2531.25,14719.03,3056.97,12333.18,3056.09,8488.45,4260.15,14992.48,3076.58,9914.45,11416.2,12666.45,2158.13,1378.67,5410.7,1152.78,1896.34
20-January-2017,11388.54,21250.41,21540.08,2489.83,14492.9,3027.88,12106.35,3015.27,8497.09,4199.3,14841.42,3027.22,9832.31,11145.52,12495.96,2115.7,1351.9,5372.39,1155.5,1863.66
23-January-2017,11449.08,21398.09,21540.55,2525.44,14412.39,3043.57,12171.96,3027.49,8581.09,4220.75,14764.13,3039.09,9894.02,11435.98,12639.26,2119.94,1360.18,5406.65,1153.24,1874.33
24-January-2017,11564.65,21755.24,21726.58,2567.92,14593.67,3084.47,12308.55,3068.57,8607.86,4264.29,14928.39,3077.22,9876.69,11629.33,12805.03,2150.25,1367.71,5401.93,1158.89,1901.16
25-January-2017,11716.17,22057.16,22232.01,2603.22,14816.79,3125.68,12586.85,3100.32,8705.96,4374.63,14939.79,3114.48,9854.46,11790.4,13029.17,2149.28,1387.66,5397.44,1152.34,1898.69
27-January-2017,11783.09,22201.35,22566.24,2611.86,14836.58,3139.94,12778.24,3115.91,8574.14,4434.78,14979.22,3124.0,9884.68,11806.22,13103.68,2194.37,1380.9,5430.61,1181.18,1935.1
30-January-2017,11773.74,22006.47,22394.75,2610.94,14837.13,3136.37,12717.21,3122.75,8563.83,4416.43,15003.75,3109.52,9878.88,11791.27,13051.93,2181.75,1379.25,5474.49,1250.57,1930.25
31-January-2017,11659.94,21809.24,22311.97,2592.01,14783.32,3106.43,12625.91,3089.6,8567.58,4394.86,14797.01,3073.04,9586.34,11672.32,12838.16,2167.72,1369.73,5338.08,1243.71,1908.78
1-February-2017,11873.72,22563.21,22927.39,2654.46,15105.32,3189.1,12740.72,3122.71,8806.35,4520.59,14749.3,3143.98,9466.9,11938.74,13029.91,2172.63,1435.89,5291.23,1237.46,1922.72
2-February-2017,11924.46,22322.07,23000.78,2647.85,14986.19,3184.15,13018.27,3142.89,8873.29,4533.33,15013.36,3130.76,9635.41,11956.36,13117.19,2176.27,1438.78,5379.89,1256.93,1922.78
3-February-2017,11959.4,22147.15,23137.98,2644.95,15096.23,3182.84,12918.67,3132.72,8864.27,4560.0,15254.98,3130.49,9698.6,11889.71,13100.48,2181.29,1451.89,5425.55,1268.2,1924.9
6-February-2017,12051.26,22288.07,23354.41,2659.41,15215.02,3205.0,13082.27,3151.11,8977.67,4596.6,15449.46,3164.1,9702.44,11853.76,13200.6,2202.17,1479.45,5434.44,1272.6,1940.25
7-February-2017,12014.51,22080.1,23314.32,2638.2,15385.38,3202.97,13116.27,3118.02,8969.03,4592.9,15348.88,3144.26,9725.05,11705.98,13089.78,2211.3,1473.87,5437.95,1263.79,1936.64
8-February-2017,12032.03,22230.98,23227.9,2650.77,15463.09,3231.07,13488.11,3131.63,8933.85,4580.11,15309.37,3165.52,9707.52,11807.91,13181.25,2219.93,1487.09,5445.17,1275.72,1940.97
9-February-2017,12049.23,22299.1,23118.37,2643.95,15418.05,3243.73,13596.26,3135.92,8971.45,4562.51,15272.47,3169.24,9866.87,11721.73,13185.85,2219.21,1498.93,5533.47,1287.96,1939.9
10-February-2017,12053.91,22194.95,23174.51,2638.64,15482.59,3244.77,13590.77,3127.39,8916.14,4564.21,15138.15,3170.72,10070.34,11694.63,13094.98,2221.86,1499.85,5622.39,1285.05,1936.01
13-February-2017,12048.6,22162.31,23206.86,2645.8,15403.76,3231.99,13450.86,3121.66,8892.58,4569.25,15076.0,3151.37,10156.61,11730.48,13074.09,2230.13,1482.88,5660.21,1280.15,1944.51
14-February-2017,12017.95,21919.81,23226.47,2616.41,15358.72,3219.48,13383.81,3126.55,8876.01,4567.7,15003.64,3115.72,10165.9,11621.09,13036.38,2220.86,1472.24,5678.54,1303.88,1947.15
15-February-2017,11898.0,21254.69,23073.02,2578.78,15186.75,3184.22,13168.37,3105.17,8882.7,4542.3,14718.68,3018.98,10130.11,11464.01,12899.9,2191.97,1420.26,5656.61,1288.9,1930.9
16-February-2017,12006.41,21596.03,23162.78,2618.34,15267.22,3218.35,13386.54,3134.68,8800.82,4568.53,15080.22,3051.18,10336.3,11693.45,13005.74,2212.29,1450.63,5749.32,1292.73,1946.77
17-February-2017,12068.0,21582.11,23442.01,2617.47,15294.73,3213.85,13446.46,3168.22,8833.06,4624.99,15327.36,3063.89,10231.18,11613.75,13185.36,2218.28,1453.62,5699.59,1288.83,1955.32
20-February-2017,12152.54,21722.12,23523.4,2652.42,15330.18,3238.83,13524.73,3186.92,8828.03,4644.25,15421.38,3080.98,10397.23,11850.45,13312.46,2245.06,1467.13,5790.54,1308.48,1984.86
21-February-2017,12206.79,21779.75,23751.15,2664.61,15381.87,3255.48,13855.26,3214.9,8845.49,4683.98,15435.18,3099.36,10379.91,11888.85,13421.67,2248.7,1467.82,5761.07,1277.71,1984.82
22-February-2017,12201.17,21767.85,23807.52,2643.02,15292.61,3250.81,13667.53,3360.49,8834.41,4677.0,15341.57,3080.55,10204.67,11828.75,13659.76,2219.98,1465.05,5683.41,1283.58,1956.66
23-February-2017,12212.8,21753.86,23825.17,2646.26,15336.73,3243.49,13731.84,3333.53,8839.94,4675.31,15341.9,3080.03,10378.56,11875.2,13624.39,2204.83,1476.52,5777.47,1306.93,1943.95
27-February-2017,12176.88,21538.46,23493.8,2632.53,15231.25,3229.0,13746.64,3395.14,8828.87,4630.48,15383.07,3069.01,10401.63,11842.55,13717.83,2187.06,1473.78,5758.77,1270.4,1930.1
28-February-2017,12176.95,21486.06,23482.44,2651.08,15333.49,3236.34,13778.67,3361.54,8799.89,4631.8,15384.97,3082.2,10376.1,11893.05,13534.47,2195.78,1495.06,5765.37,1291.87,1926.36
1-March-2017,12247.98,21546.27,23706.75,2673.09,15387.06,3259.58,13753.07,3346.64,8914.32,4672.68,15518.79,3083.76,10459.73,12119.76,13411.05,2187.54,1546.77,5796.63,1288.02,1915.97
2-March-2017,12143.24,21607.62,23437.49,2654.36,15318.41,3238.6,13698.11,3322.54,8818.58,4620.69,15281.71,3074.48,10440.65,12055.93,13229.8,2145.76,1479.59,5770.82,1266.24,1881.6
3-March-2017,12156.62,21557.77,23375.83,2659.21,15307.17,3242.14,13776.39,3358.81,8783.79,4597.7,15338.98,3078.37,10506.17,12139.07,13377.49,2156.04,1492.31,5813.45,1281.6,1900.85
6-March-2017,12232.52,21824.29,23580.76,2660.38,15413.66,3260.41,13773.32,3426.24,8829.26,4623.85,15359.7,3110.34,10485.9,12151.68,13554.38,2181.01,1505.13,5818.64,1294.43,1921.83
7-March-2017,12219.59,21714.56,23532.23,2640.41,15441.16,3258.48,13823.86,3431.3,8837.48,4620.33,15287.68,3112.29,10469.52,11934.42,13610.11,2187.14,1501.04,5810.66,1288.32,1923.04
8-March-2017,12179.26,21610.67,23570.21,2618.41,15345.43,3247.51,13811.79,3388.42,8821.46,4626.51,15320.05,3092.68,10405.55,11706.16,13421.77,2173.08,1479.37,5780.38,1280.4,1912.24
9-March-2017,12178.3,21732.38,23627.63,2615.95,15356.12,3259.33,13858.57,3374.45,8824.4,4632.1,15222.01,3093.96,10417.13,11630.07,13333.88,2169.89,1478.38,5784.95,1274.33,1903.51
10-March-2017,12176.27,21790.97,23625.66,2612.9,15429.02,3262.13,13889.54,3358.71,8793.36,4632.45,15174.84,3103.62,10456.6,11554.83,13281.08,2157.05,1474.37,5813.65,1285.43,1892.71
14-March-2017,12372.51,22064.65,24082.58,2657.57,15901.6,3322.48,14222.73,3363.71,8933.88,4735.34,15407.31,3156.54,10576.73,11520.35,13370.13,2191.18,1512.31,5869.7,1278.18,1911.59
