,BSE500,SI1900,SIBANK,SPBSBMIP,SI0200,SPBSCDIP,SI0400,SPBSENIP,SI0600,SPBSFIIP,SI0800,SPBSIDIP,SI1000,SI1200,SI1400,SIPOWE,SIREAL,SIBTEC,SPBSTLIP,SPBSUTIP
3-January-2011,8001.48,10218.25,13454.28,2277.52,15483.23,1601.19,6454.64,2777.51,3693.03,2707.95,6763.34,2669.47,6816.98,17959.5,10598.82,3004.83,2870.59,4049.39,1332.39,2227.48
4-January-2011,7981.61,10162.24,13121.12,2271.7,15446.19,1594.46,6416.7,2812.92,3755.72,2656.16,6822.03,2667.05,6820.54,17890.55,10735.56,3007.89,2838.54,4042.03,1317.35,2239.56
5-January-2011,7903.03,9964.24,12833.69,2250.23,15198.77,1570.96,6402.33,2794.77,3782.88,2594.21,6812.54,2639.8,6843.58,17781.96,10688.1,2991.02,2780.89,4038.76,1297.37,2235.2
6-January-2011,7838.92,9806.13,12687.51,2219.94,14912.81,1548.26,6312.31,2788.63,3745.45,2564.3,6803.72,2597.87,6875.46,17654.42,10672.31,2989.0,2713.74,4053.54,1304.26,2232.7
7-January-2011,7656.49,9486.47,12512.18,2142.4,14681.68,1513.39,6111.63,2743.42,3642.46,2518.35,6667.09,2535.15,6680.81,16943.54,10518.94,2929.17,2665.6,3936.36,1261.56,2189.19
10-January-2011,7473.49,9283.75,12137.39,2096.98,14165.33,1470.81,5912.18,2661.79,3591.2,2440.66,6522.69,2454.71,6669.28,16506.94,10204.12,2845.19,2570.94,3922.11,1251.65,2128.38
11-January-2011,7462.08,9318.54,12288.49,2101.59,14196.83,1467.98,5907.07,2637.61,3588.37,2460.47,6525.98,2448.1,6562.65,16527.4,10117.21,2835.15,2500.61,3872.27,1255.97,2109.59
12-January-2011,7586.46,9506.57,12615.94,2144.4,14171.52,1495.43,6180.93,2671.6,3628.32,2523.07,6576.33,2470.55,6672.28,16990.74,10237.78,2856.24,2582.36,3939.49,1282.71,2124.14
13-January-2011,7481.12,9478.15,12170.03,2128.41,14084.25,1486.35,6013.96,2643.4,3618.53,2449.67,6530.38,2465.8,6444.77,16781.81,10124.69,2840.72,2596.31,3830.87,1274.51,2106.65
14-January-2011,7360.01,9259.02,11850.6,2081.93,13818.04,1462.44,5957.52,2606.23,3586.01,2384.96,6483.49,2415.17,6439.06,16371.6,9978.14,2811.05,2524.31,3814.39,1264.79,2084.4
17-January-2011,7335.93,9251.64,11878.12,2052.77,13656.24,1448.15,5972.23,2598.92,3591.74,2393.51,6445.53,2382.93,6550.19,16155.35,9943.82,2778.51,2464.6,3865.16,1268.81,2054.17
18-January-2011,7404.47,9292.24,12048.52,2088.54,13681.76,1448.14,6049.58,2597.71,3646.43,2420.0,6551.2,2395.85,6720.76,16528.72,9931.41,2778.95,2472.35,3934.86,1261.93,2047.84
19-January-2011,7388.09,9301.54,12053.82,2109.66,13517.77,1453.22,6005.82,2569.84,3631.79,2422.9,6534.95,2379.47,6641.65,16822.59,9817.2,2765.77,2513.44,3900.58,1260.23,2036.54
20-January-2011,7409.01,9298.58,12254.41,2112.75,13515.1,1453.1,6022.25,2537.81,3588.7,2460.64,6546.39,2379.53,6716.8,16857.21,9669.99,2769.4,2507.31,3930.05,1254.81,2029.73
21-January-2011,7402.92,9309.41,12348.97,2099.39,13538.18,1457.62,6054.34,2558.06,3542.86,2469.95,6535.0,2382.25,6630.33,16734.02,9745.48,2788.04,2494.77,3890.01,1249.79,2034.94
24-January-2011,7458.33,9387.88,12645.88,2110.92,13668.85,1473.72,6171.12,2549.75,3547.07,2519.92,6533.23,2402.78,6645.58,16823.71,9725.14,2805.02,2517.59,3896.19,1243.14,2044.7
25-January-2011,7401.04,9289.52,12349.75,2110.33,13706.97,1466.34,6277.9,2530.97,3487.72,2475.35,6451.28,2398.43,6606.02,16786.38,9684.67,2812.84,2487.28,3884.9,1250.36,2057.49
27-January-2011,7281.27,9168.31,12121.83,2073.83,13512.8,1434.64,6164.22,2492.95,3447.89,2430.85,6283.2,2370.92,6528.9,16454.58,9528.58,2777.23,2398.56,3825.53,1212.12,2028.36
28-January-2011,7137.54,8841.9,11986.71,2021.04,13099.18,1384.37,5923.17,2446.75,3435.07,2388.55,6191.27,2295.47,6466.2,16075.98,9367.51,2708.61,2279.62,3791.04,1207.62,1993.99
31-January-2011,7128.29,8894.58,12064.01,2021.5,13526.03,1381.9,5995.67,2469.02,3366.2,2387.38,6236.88,2322.11,6371.1,16115.67,9481.91,2744.2,2228.72,3733.58,1182.99,1986.24
1-February-2011,7011.87,8643.23,11889.73,1999.15,13188.88,1358.81,5941.09,2418.37,3298.12,2358.07,6151.52,2250.49,6303.1,15986.79,9282.87,2702.27,2138.73,3685.95,1160.67,1949.95
2-February-2011,7029.53,8635.02,11869.35,2009.45,13062.42,1354.05,5922.35,2464.76,3301.18,2345.42,6151.93,2254.54,6359.77,16124.13,9454.57,2666.03,2189.97,3726.26,1183.48,1932.84
3-February-2011,7142.06,8755.25,12111.66,2050.35,13390.47,1373.9,5976.26,2506.68,3316.38,2387.15,6163.1,2304.65,6403.15,16477.32,9611.19,2708.88,2276.0,3775.96,1228.96,1958.23
4-February-2011,6995.73,8571.46,11841.42,2016.03,13100.03,1347.44,5904.64,2459.23,3214.3,2335.36,6071.17,2262.75,6258.5,16184.74,9423.09,2659.1,2199.24,3689.99,1200.92,1912.04
7-February-2011,6986.62,8581.57,11799.22,2012.13,12954.9,1346.88,5826.93,2480.59,3259.91,2320.88,5979.84,2243.96,6270.02,16195.9,9494.41,2666.61,2235.95,3693.58,1205.52,1913.36
8-February-2011,6861.21,8350.09,11530.21,1969.02,12707.45,1312.56,5604.82,2425.93,3231.91,2274.12,5902.38,2193.47,6263.44,15879.58,9298.51,2616.39,2167.13,3681.18,1193.04,1869.16
9-February-2011,6732.91,8210.74,11477.73,1892.61,12379.48,1283.49,5404.9,2392.16,3194.64,2258.85,5810.11,2126.87,6243.02,15264.35,9213.68,2505.61,2084.56,3652.15,1160.92,1797.58
10-February-2011,6710.04,8278.97,11442.33,1892.26,12383.81,1275.87,5391.95,2371.82,3193.21,2247.72,5843.9,2138.52,6147.54,15238.59,9138.95,2526.12,2063.16,3596.07,1137.79,1820.37
11-February-2011,6830.45,8490.82,11842.9,1905.97,12636.25,1305.59,5531.13,2402.63,3201.28,2328.07,5916.35,2194.18,6139.9,15278.21,9235.08,2558.63,2099.22,3593.11,1132.59,1855.37
14-February-2011,7029.92,8812.73,12242.39,1971.12,13301.26,1347.2,5719.15,2427.13,3290.72,2407.02,6031.28,2294.64,6270.13,15817.95,9324.49,2635.88,2141.43,3667.23,1154.69,1906.12
15-February-2011,7058.03,8875.58,12429.32,1970.88,13068.59,1343.16,5726.39,2472.82,3281.25,2440.81,6008.05,2279.19,6245.08,15760.88,9497.05,2639.59,2112.9,3658.63,1160.27,1922.11
16-February-2011,7074.49,8842.59,12450.75,1994.68,13141.94,1347.78,5784.87,2472.02,3294.83,2432.64,5973.45,2298.2,6260.95,15995.21,9486.58,2640.45,2157.76,3666.54,1158.67,1926.84
17-February-2011,7147.7,8930.76,12637.93,2011.6,13396.16,1357.55,5826.07,2486.24,3321.1,2479.45,5992.37,2332.41,6281.6,16106.98,9529.09,2652.44,2138.51,3693.61,1187.54,1924.24
18-February-2011,7028.15,8717.71,12419.72,1985.02,13132.51,1331.26,5719.04,2432.82,3295.36,2437.27,5951.17,2276.17,6227.85,15892.31,9329.99,2611.98,2052.11,3647.97,1157.72,1879.97
21-February-2011,7089.33,8614.9,12543.13,2004.65,13207.34,1332.73,5831.88,2474.49,3326.77,2455.89,5981.75,2276.61,6399.59,16100.88,9498.56,2619.85,2064.67,3724.8,1157.44,1885.85
22-February-2011,7028.12,8448.72,12311.27,1985.14,12927.75,1318.22,5902.45,2509.08,3303.41,2417.39,5931.19,2236.76,6365.37,15914.14,9618.2,2596.0,2051.37,3703.7,1151.75,1872.42
23-February-2011,6988.17,8488.18,12096.34,1981.9,12871.74,1315.02,5828.47,2521.76,3288.57,2391.12,5868.9,2226.64,6269.78,15867.77,9668.92,2594.86,2025.25,3656.72,1146.44,1872.67
24-February-2011,6784.19,8189.39,11616.59,1922.9,12386.74,1284.81,5601.78,2451.06,3215.07,2300.49,5712.48,2141.3,6151.4,15360.31,9415.93,2533.93,1954.73,3588.88,1129.9,1831.94
25-February-2011,6811.91,8251.04,11832.23,1918.17,12325.46,1282.75,5631.01,2447.36,3285.67,2336.71,5720.35,2151.62,6107.02,15343.86,9404.66,2521.6,1956.28,3571.27,1131.21,1825.05
28-February-2011,6850.4,8252.92,11840.34,1912.46,12399.76,1290.06,5631.61,2467.63,3432.42,2348.5,5717.96,2149.85,6106.81,15348.81,9459.45,2523.29,1981.65,3572.85,1132.16,1813.58
1-March-2011,7076.23,8718.22,12355.22,1982.75,12918.87,1338.43,5727.82,2525.62,3512.76,2444.72,5895.85,2235.3,6251.48,15983.35,9689.74,2583.82,2064.81,3657.16,1160.0,1867.25
3-March-2011,7087.67,8880.28,12379.13,1977.32,13222.99,1349.04,5753.5,2504.55,3514.93,2459.66,5874.56,2270.07,6210.4,15856.64,9624.87,2590.95,2072.75,3633.1,1143.78,1866.88
4-March-2011,7090.36,8919.29,12444.59,1977.09,12950.74,1352.35,5743.4,2510.98,3508.73,2473.52,5876.46,2241.91,6229.82,15826.91,9649.27,2595.49,2077.46,3639.06,1137.17,1880.71
7-March-2011,7000.55,8691.98,12245.52,1951.62,12644.92,1334.63,5665.73,2491.84,3502.07,2428.83,5832.64,2192.19,6168.0,15600.05,9554.77,2570.61,2042.97,3604.57,1124.12,1865.8
8-March-2011,7075.81,8791.63,12427.24,1977.17,12698.33,1344.78,5740.88,2518.08,3505.26,2461.52,5872.89,2210.1,6285.03,15833.04,9642.65,2585.47,2070.48,3675.77,1154.25,1872.05
9-March-2011,7097.3,8854.54,12457.75,1984.52,12749.52,1356.33,5791.41,2527.63,3506.7,2470.22,5851.6,2219.24,6276.39,15873.89,9673.43,2597.79,2106.44,3676.68,1161.5,1877.44
10-March-2011,7060.64,8850.22,12313.14,1965.19,12739.6,1353.32,5760.96,2518.5,3490.64,2446.94,5828.43,2221.08,6242.98,15666.92,9641.08,2592.55,2120.47,3656.65,1157.5,1864.19
11-March-2011,6997.96,8767.53,12192.75,1931.05,12558.91,1341.54,5715.25,2537.94,3491.83,2419.88,5813.73,2192.8,6149.98,15367.78,9719.02,2554.03,2103.68,3597.61,1133.06,1851.1
14-March-2011,7084.25,8828.14,12358.31,1962.71,12646.73,1350.82,5785.03,2589.24,3515.81,2449.77,5858.03,2212.89,6240.78,15676.33,9936.95,2586.58,2120.19,3642.93,1136.75,1889.79
15-March-2011,6982.76,8648.95,12176.67,1925.9,12395.66,1328.47,5747.68,2599.85,3460.69,2413.45,5779.12,2172.41,6122.58,15359.72,9969.03,2534.56,2053.69,3576.96,1116.53,1853.49
16-March-2011,7065.11,8771.05,12438.34,1943.8,12501.6,1348.59,5857.11,2620.36,3467.94,2455.0,5861.13,2195.2,6175.05,15475.54,10036.32,2567.42,2104.51,3612.87,1135.96,1877.06
17-March-2011,7006.69,8659.47,12340.53,1932.9,12478.24,1339.97,5861.82,2599.57,3414.6,2428.41,5832.55,2188.1,6082.52,15293.12,9954.27,2573.18,2087.71,3571.19,1137.33,1871.26
18-March-2011,6925.81,8485.3,12184.29,1928.16,12372.27,1323.34,5774.83,2528.03,3395.84,2395.47,5786.76,2167.58,5999.97,15275.23,9688.38,2545.61,2053.23,3530.74,1134.2,1855.86
21-March-2011,6912.69,8462.25,12189.54,1925.06,12332.08,1318.12,5749.75,2523.75,3396.17,2397.46,5795.43,2159.86,5955.91,15274.82,9675.64,2537.98,2034.33,3508.39,1131.77,1849.74
22-March-2011,6969.31,8591.63,12237.16,1937.48,12440.15,1334.02,5805.77,2546.6,3411.06,2414.48,5859.09,2177.61,5980.03,15352.49,9763.52,2557.91,2078.84,3534.06,1155.24,1862.36
23-March-2011,7043.64,8597.51,12463.22,1960.58,12575.55,1340.57,5808.85,2573.96,3444.22,2450.16,5947.72,2195.96,6034.69,15556.51,9877.33,2581.37,2118.77,3568.82,1174.41,1880.07
24-March-2011,7095.85,8717.68,12583.59,1980.87,12735.02,1356.4,5881.36,2573.0,3455.44,2471.07,5942.39,2221.08,6099.51,15716.15,9852.43,2606.38,2178.7,3603.39,1181.08,1884.88
25-March-2011,7229.45,8848.0,12926.07,2000.44,13018.99,1374.88,5927.46,2608.54,3509.99,2532.64,5964.19,2261.96,6344.62,15842.68,9979.83,2649.93,2237.87,3729.29,1200.35,1912.54
28-March-2011,7267.57,8982.42,13081.84,1999.35,13184.49,1379.34,5963.57,2611.46,3540.02,2564.78,5894.48,2287.22,6333.25,15795.95,9975.72,2659.38,2225.35,3737.46,1220.69,1915.61
29-March-2011,7318.15,9119.49,13173.07,2016.98,13199.25,1390.36,6014.25,2620.06,3550.64,2583.8,5929.11,2295.95,6400.1,15967.23,10015.67,2678.54,2244.55,3787.86,1255.7,1935.91
30-March-2011,7397.71,9255.31,13393.32,2044.72,13255.14,1417.79,6253.36,2642.18,3537.08,2626.91,6044.65,2319.55,6424.98,16004.85,10094.85,2689.06,2315.13,3802.03,1256.44,1951.95
31-March-2011,7437.26,9290.75,13299.77,2054.23,13233.89,1423.08,6239.69,2678.34,3596.1,2614.85,6023.63,2325.44,6548.1,16161.39,10240.64,2712.11,2337.01,3856.15,1251.73,1973.82
1-April-2011,7464.43,9355.86,13189.85,2077.23,13345.18,1442.68,6281.04,2665.84,3612.52,2611.63,6058.3,2348.71,6517.47,16346.9,10180.14,2737.26,2397.82,3844.34,1254.93,1984.14
4-April-2011,7573.05,9527.37,13424.42,2101.22,13662.2,1468.89,6355.66,2703.45,3635.7,2650.67,6094.04,2397.99,6659.54,16493.43,10300.56,2776.55,2404.85,3915.18,1265.84,1998.61
5-April-2011,7597.09,9558.58,13409.77,2128.82,13665.24,1475.04,6464.66,2692.35,3630.58,2652.12,6114.45,2414.46,6698.21,16712.8,10260.24,2782.44,2422.67,3941.88,1280.97,1997.42
6-April-2011,7592.74,9583.31,13351.89,2122.64,13649.6,1481.33,6536.4,2690.38,3626.63,2644.33,6116.93,2417.97,6652.26,16645.07,10274.87,2802.63,2499.74,3908.86,1261.23,2021.86
7-April-2011,7605.81,9576.61,13385.33,2130.87,13721.27,1489.29,6523.56,2680.07,3623.43,2658.65,6142.57,2428.08,6604.79,16668.38,10224.32,2801.63,2527.78,3892.26,1269.27,2021.46
8-April-2011,7538.2,9397.13,13299.17,2104.83,13741.77,1468.67,6427.1,2646.78,3637.42,2633.17,6123.18,2405.54,6557.95,16460.42,10088.41,2773.94,2464.15,3871.01,1277.05,1995.32
11-April-2011,7470.57,9194.67,13203.77,2087.21,13594.91,1448.67,6305.53,2604.19,3637.98,2604.38,6126.23,2372.24,6545.1,16310.73,9928.18,2751.35,2402.15,3863.69,1271.38,1985.35
13-April-2011,7609.98,9428.08,13510.64,2111.23,13965.78,1474.59,6375.67,2642.72,3719.31,2667.61,6172.77,2426.0,6686.12,16440.59,10086.34,2799.83,2439.9,3939.5,1288.73,2013.51
15-April-2011,7527.54,9439.08,13382.96,2100.3,13979.29,1473.52,6381.24,2630.61,3713.73,2643.24,6142.02,2420.39,6258.54,16334.54,10031.67,2775.39,2410.15,3751.26,1297.82,1993.77
18-April-2011,7424.0,9391.25,13172.89,2067.85,13682.63,1461.84,6325.35,2614.12,3697.11,2600.48,6085.29,2378.35,6087.88,16020.38,9968.17,2743.11,2333.68,3664.14,1284.69,1971.58
19-April-2011,7438.97,9354.96,13238.35,2071.39,13701.67,1460.49,6358.15,2625.4,3664.32,2613.27,6069.91,2382.5,6102.47,16022.5,10030.08,2719.47,2342.05,3692.2,1311.88,1973.49
20-April-2011,7557.85,9609.84,13457.61,2111.15,13779.14,1483.19,6484.39,2665.86,3720.04,2655.46,6158.42,2412.06,6248.18,16393.71,10178.93,2752.03,2363.36,3764.06,1321.51,1998.56
21-April-2011,7582.27,9661.96,13545.13,2130.94,13644.07,1492.96,6483.46,2701.37,3730.38,2672.73,6157.78,2398.99,6210.29,16658.57,10309.27,2728.86,2381.27,3741.8,1310.89,1999.72
25-April-2011,7581.61,9685.35,13538.43,2140.46,13707.8,1497.98,6543.18,2650.88,3736.02,2671.39,6164.93,2402.77,6261.86,16715.11,10129.11,2727.83,2353.23,3762.22,1306.67,2000.41
26-April-2011,7574.77,9677.96,13519.64,2145.25,13709.67,1492.89,6490.61,2640.35,3738.89,2663.19,6191.11,2403.46,6244.4,16722.68,10093.44,2724.45,2346.03,3764.44,1327.17,1996.33
27-April-2011,7549.14,9662.6,13422.74,2130.07,13545.65,1493.04,6507.58,2630.8,3757.03,2649.26,6199.49,2382.9,6231.11,16587.35,10045.91,2703.71,2309.6,3762.88,1333.86,1984.98
28-April-2011,7489.56,9607.0,13311.2,2110.1,13401.96,1482.22,6476.88,2619.8,3722.46,2625.2,6194.67,2359.91,6161.07,16388.21,10006.26,2684.74,2239.68,3728.06,1329.07,1967.29
29-April-2011,7427.14,9559.94,13076.97,2091.47,13036.91,1473.05,6392.93,2616.4,3755.16,2578.21,6232.55,2312.73,6144.39,16190.59,10008.27,2662.95,2180.1,3708.28,1312.39,1962.06
2-May-2011,7366.53,9462.88,12804.48,2067.41,13048.68,1460.27,6280.29,2585.82,3738.28,2530.14,6257.64,2306.86,6151.71,16021.55,9873.71,2668.2,2204.99,3717.45,1320.8,1957.36
3-May-2011,7203.3,9108.98,12406.67,2026.48,12720.55,1424.63,6114.15,2532.88,3669.26,2457.66,6176.64,2242.82,6080.31,15698.22,9664.79,2633.02,2140.9,3666.15,1295.59,1918.87
4-May-2011,7169.26,8988.12,12423.09,1997.33,12743.97,1407.19,6145.72,2565.08,3682.43,2443.99,6119.61,2242.29,6014.53,15534.04,9782.1,2626.06,2126.47,3624.82,1275.53,1909.56
5-May-2011,7073.78,8938.98,12217.28,1966.24,12605.52,1396.34,6159.39,2562.12,3615.53,2403.65,6017.07,2215.91,5947.43,15283.49,9783.34,2563.08,2065.07,3568.97,1233.48,1868.06
6-May-2011,7180.7,9218.92,12670.76,1981.94,12769.88,1418.77,6214.7,2570.71,3642.54,2477.68,6064.2,2256.34,6056.77,15363.21,9815.14,2589.62,2094.98,3611.02,1216.16,1875.44
9-May-2011,7187.48,9100.45,12624.37,1989.96,12753.54,1413.24,6194.54,2569.93,3687.6,2469.27,6063.67,2249.12,6052.7,15476.31,9822.78,2585.74,2090.27,3628.67,1248.32,1882.24
10-May-2011,7182.19,9103.5,12544.54,1990.9,12705.06,1412.67,6157.18,2559.75,3731.79,2457.64,6057.9,2248.08,6035.48,15491.49,9791.42,2598.15,2113.59,3623.04,1252.77,1897.49
11-May-2011,7215.5,9189.82,12604.38,2007.31,12701.06,1423.05,6201.43,2561.58,3751.25,2469.64,6088.95,2257.87,6077.18,15647.74,9797.59,2607.7,2143.12,3645.51,1258.23,1897.9
12-May-2011,7130.29,9098.9,12429.07,1965.13,12521.07,1412.04,6173.65,2543.99,3715.86,2431.33,6064.79,2232.94,6006.58,15180.06,9735.21,2576.33,2153.33,3609.4,1253.54,1878.75
13-May-2011,7205.83,9221.97,12590.17,1991.8,12688.62,1426.0,6210.24,2558.1,3803.26,2457.23,6149.4,2258.46,6039.6,15404.23,9768.78,2593.24,2177.56,3629.23,1259.36,1889.21
16-May-2011,7144.52,9152.7,12441.84,1969.74,12627.35,1414.4,6223.99,2534.86,3764.36,2424.47,6206.75,2242.05,5994.09,15180.15,9674.03,2583.99,2145.61,3610.23,1263.86,1873.33
17-May-2011,7079.74,9058.95,12162.8,1960.74,12547.49,1410.1,6284.61,2457.81,3784.38,2383.9,6195.81,2227.81,6002.82,15146.75,9361.48,2568.55,2140.1,3612.76,1262.02,1849.87
18-May-2011,7044.24,8970.16,12079.45,1956.02,12543.56,1406.88,6250.49,2414.39,3791.91,2380.03,6108.96,2211.73,6016.98,15127.58,9185.86,2562.19,2120.45,3616.97,1258.09,1836.06
19-May-2011,7040.93,8989.74,12034.94,1939.04,12897.31,1400.02,6249.42,2439.29,3794.21,2370.86,6071.93,2235.53,6037.4,14979.44,9292.25,2540.43,2059.61,3615.25,1238.49,1820.71
20-May-2011,7101.35,9113.05,12158.61,1952.42,13195.16,1415.34,6274.88,2448.23,3762.03,2400.83,6153.19,2268.75,6063.77,15121.06,9317.19,2573.96,2086.56,3640.52,1260.7,1841.06
23-May-2011,6983.92,8944.29,11812.6,1911.03,12806.09,1399.46,6305.71,2411.44,3784.25,2343.98,6031.31,2216.59,6012.89,14724.36,9199.75,2499.03,2028.36,3605.05,1239.5,1811.98
24-May-2011,6997.64,8938.98,11880.02,1914.99,12958.82,1407.06,6356.66,2419.16,3748.83,2356.12,6042.87,2225.35,6009.59,14712.3,9217.79,2499.46,2016.5,3608.92,1242.38,1802.81
25-May-2011,6950.18,8925.21,11805.07,1908.98,12760.97,1404.25,6434.9,2392.44,3749.24,2336.54,6037.95,2203.64,5918.02,14657.68,9127.52,2482.56,1990.14,3565.65,1237.46,1793.14
26-May-2011,7007.51,9058.42,11927.14,1931.06,12918.24,1413.99,6384.44,2458.54,3746.79,2352.19,6088.8,2224.98,5906.94,14877.81,9392.29,2494.66,2014.79,3561.34,1236.33,1808.76
27-May-2011,7097.94,8981.07,12220.36,1959.52,12963.62,1430.51,6335.79,2504.74,3777.15,2407.92,6138.54,2223.15,5950.93,15172.4,9541.87,2516.72,2087.32,3594.48,1257.87,1820.12
30-May-2011,7120.34,8846.69,12281.64,1953.99,12924.77,1429.23,6462.98,2485.68,3773.2,2427.78,6275.93,2226.41,5964.32,15146.44,9480.52,2516.11,2124.33,3601.71,1263.76,1830.16
31-May-2011,7233.85,8932.74,12543.0,1988.51,13092.14,1448.4,6548.74,2516.8,3858.14,2474.43,6393.02,2258.39,5994.41,15411.32,9594.02,2555.82,2177.97,3623.82,1274.22,1858.13
1-June-2011,7275.98,8939.88,12570.3,2000.16,13273.33,1456.74,6511.78,2509.11,3875.18,2485.87,6370.13,2275.6,6046.35,15445.74,9581.82,2580.35,2171.77,3662.07,1300.97,1883.89
2-June-2011,7224.46,8836.14,12378.69,1980.21,13199.7,1444.48,6534.11,2514.62,3914.23,2453.74,6367.23,2253.67,6010.09,15241.99,9596.0,2558.29,2144.42,3638.96,1295.29,1865.02
3-June-2011,7180.73,8807.09,12309.28,1965.27,13299.03,1446.25,6564.44,2484.13,3883.92,2432.58,6307.12,2249.72,6003.73,15082.61,9467.84,2549.41,2129.89,3633.83,1292.24,1858.93
6-June-2011,7188.99,8758.78,12376.69,1956.4,13379.36,1446.11,6591.64,2478.27,3871.79,2447.76,6351.76,2252.4,6052.49,14980.13,9433.91,2547.42,2137.25,3657.49,1293.24,1849.27
7-June-2011,7227.6,8773.67,12411.39,1965.29,13315.71,1452.37,6606.91,2511.03,3865.56,2453.98,6422.86,2255.55,6127.61,15107.95,9554.46,2554.39,2172.25,3692.15,1289.69,1857.71
8-June-2011,7200.6,8711.88,12322.86,1954.22,13285.24,1445.87,6644.24,2489.52,3901.13,2434.9,6357.84,2253.0,6104.43,15002.92,9489.51,2551.01,2159.4,3682.52,1293.73,1861.55
9-June-2011,7193.91,8662.43,12305.68,1951.1,13407.85,1440.51,6740.13,2489.26,3901.69,2428.22,6337.22,2263.12,6095.46,14994.6,9487.16,2558.63,2161.61,3677.66,1295.02,1862.49
10-June-2011,7151.82,8633.81,12225.91,1936.85,13262.5,1435.82,6771.74,2471.2,3861.2,2412.89,6323.77,2245.83,6093.62,14885.35,9427.47,2542.03,2144.31,3669.8,1287.35,1853.66
13-June-2011,7156.92,8651.7,12236.88,1927.06,13356.61,1439.09,6865.67,2448.92,3852.31,2417.45,6343.86,2262.7,6092.4,14738.07,9358.15,2560.85,2137.95,3675.4,1296.39,1868.29
14-June-2011,7182.56,8635.15,12338.73,1934.75,13493.67,1447.4,6768.37,2431.13,3885.25,2426.17,6384.72,2272.4,6110.74,14766.07,9285.83,2585.51,2151.78,3688.74,1300.93,1883.61
15-June-2011,7118.06,8624.43,12143.23,1915.57,13376.44,1439.32,6694.77,2409.51,3890.73,2393.82,6386.09,2252.92,6034.49,14627.91,9196.92,2557.19,2122.88,3649.96,1290.92,1860.96
16-June-2011,7059.97,8555.41,12076.68,1890.07,13196.21,1427.6,6621.46,2389.09,3878.52,2380.31,6377.25,2232.99,5934.02,14456.98,9117.05,2545.71,2115.06,3598.22,1280.33,1851.66
17-June-2011,7010.89,8463.99,12091.58,1883.92,13178.77,1412.48,6682.33,2348.72,3854.65,2373.57,6294.82,2222.75,5818.66,14448.61,8974.97,2548.67,2103.97,3554.75,1300.03,1854.45
20-June-2011,6859.34,8256.02,11969.4,1841.04,12943.5,1380.4,6644.91,2264.47,3783.48,2342.11,6172.7,2164.15,5673.38,14125.09,8668.42,2490.52,2016.49,3478.96,1284.23,1810.48
21-June-2011,6867.3,8283.6,11945.98,1847.73,12856.26,1379.71,6644.63,2282.17,3760.51,2343.11,6199.97,2153.91,5739.25,14150.87,8746.29,2478.28,1980.62,3510.08,1284.99,1805.49
22-June-2011,6849.18,8284.73,11953.15,1838.97,12886.78,1370.34,6389.87,2286.0,3735.17,2343.63,6198.09,2149.41,5740.37,14114.3,8770.59,2478.69,1935.33,3493.52,1253.78,1803.7
23-June-2011,6884.23,8310.94,12002.81,1834.38,12929.11,1371.44,6646.39,2333.67,3816.51,2348.0,6165.25,2157.48,5796.46,14094.37,8941.91,2482.61,1928.27,3521.12,1259.17,1805.19
24-June-2011,7061.3,8560.42,12393.34,1888.7,13358.19,1405.04,6497.69,2357.06,3883.65,2423.9,6244.2,2223.02,5991.76,14573.34,9043.39,2537.88,2000.71,3629.96,1288.98,1845.57
27-June-2011,7135.87,8687.88,12593.34,1902.51,13592.5,1420.66,6469.59,2389.19,3865.09,2462.03,6304.53,2254.23,6017.67,14696.88,9170.38,2562.69,1988.32,3654.47,1302.12,1867.21
28-June-2011,7161.68,8759.25,12621.28,1906.73,13720.72,1432.79,6530.84,2383.61,3873.14,2470.93,6364.21,2271.59,6013.53,14763.84,9130.06,2581.15,1981.7,3661.62,1316.32,1867.32
29-June-2011,7222.92,8781.92,12742.28,1928.81,13815.45,1436.11,6575.45,2395.44,3972.89,2494.21,6399.98,2289.34,6058.49,14987.98,9161.09,2605.66,1995.99,3684.4,1321.1,1873.81
30-June-2011,7265.32,8798.48,12821.05,1936.43,13905.62,1442.4,6653.72,2411.76,4045.42,2511.19,6397.96,2302.16,6100.3,15061.89,9208.26,2612.01,2019.84,3694.45,1311.15,1880.04
1-July-2011,7270.1,8782.23,12853.67,1942.55,13882.93,1451.87,6601.17,2364.89,4048.44,2520.47,6376.5,2303.51,6147.98,15148.11,9038.53,2623.42,2080.7,3700.68,1285.2,1892.55
4-July-2011,7316.07,8861.88,12993.55,1949.29,13842.9,1466.98,6732.39,2379.28,4039.87,2543.24,6419.36,2313.98,6160.79,15193.58,9100.17,2637.19,2156.83,3710.26,1294.7,1910.92
5-July-2011,7298.02,8940.04,13036.43,1951.26,13687.03,1470.76,6743.05,2341.94,3987.73,2548.16,6415.69,2299.58,6183.36,15162.84,8955.0,2606.16,2129.1,3711.41,1286.6,1907.47
6-July-2011,7289.89,8973.3,12915.38,1953.12,13756.49,1473.23,6836.65,2344.47,3983.16,2535.33,6387.62,2307.42,6174.88,15183.5,8970.95,2598.8,2135.4,3708.76,1287.22,1903.94
7-July-2011,7405.24,9112.71,13065.8,1984.96,14058.69,1489.85,6910.61,2384.26,4086.83,2567.45,6489.72,2348.71,6258.16,15424.42,9123.26,2637.7,2183.4,3772.02,1330.76,1932.4
